title	sound	episodetype	episodenumber	episodedate	time	person	timestampurl	image
Are You Okay?	Nate_AreYouOkay.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
Because I Was Trying to Romance Her and Couldn't Get Her	Nate_BecauseIWasTryingToRomanceHer.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
Beef Tartare?	Nate_BeefTarTar.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
(Rant) Beef with his Brother ...	Nate_BeefWithHisBrotherRant.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
Challenged?	Nate_Challenged.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
Chat Says it Was a Bill Burr Fan	Nate_ChatSaysBillBurrFan.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
Chill Out	Nate_ChillOut.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
He Look Like a Clown Without Makeup	Nate_ClownWithoutMakeup.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
Corporate Job's Stupid Meetings	Nate_CorporateJobWasteOfTime.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
Dan Just Like's Bullying Father's	Nate_DanJustLikeBullyingFathers.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
Dating a Latina is Not For the Faint of Heart	Nate_DatingALatinaIsNotForTheFaintOfHeart.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
Documentary?	Nate_Documentary.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
Doki Doki Panic!	Nate_DokiDokiPanic.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
Download That	Nate_DownloadThat.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
Dr Pepper is Owned by Kurrig	Nate_DrPepperIsOwnedByKeirig.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
Everyone Was Saying I Looked Like a Little Kid	Nate_EveryoneWasSayingILookedLikeAKid.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
Gotta Get it Together, Ethan	Nate_GottaGetItTogetherEthan.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
(Rant) Guy Going to Gaza Context	Nate_HasanConsideredGoingToGaza.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
Heat Kills the Germs, Right?	Nate_HeatKillsTheGerms.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
He Cooked All the Food	Nate_HeCookedAllTheFood.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
He Does	Nate_HeHasSoMuchFuckingAuraDudeComeOn.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
He Has so Much Fucking Aura Bro	Nate_HeDoes.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
He is the Second Best Batman...	Nate_HeIsTheSecondBestBatman.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
He's Cooked For Sure	Nate_ImGonnaWriteItInChat.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
Hey Ethan Sorry to Interrupt, Philly D just Dropped	Nate_HesCookedForSure.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
Hopefully You're Not Wearing Any Shorts	Nate_HeyEthanPhillyDJustDropped.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
How Does he Pee?	Nate_HopefullyNotWearingAnyShorts.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
I Do	Nate_HowDoesHePee.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
I Don't Think This is Real	Nate_IDo.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
(Rant) Instagram Live Uploads	Nate_IDontThinkThisIsReal.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
I Have One Too	Nate_IgLiveTalk.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
I Just Said Next Week	Nate_IHaveOneToo.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
I Like it When You Call Me Big Papa	Nate_IJustSaidNextWeek.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
I Like Pocahontas	Nate_ILikeItWhenYouCallMeBigPapa.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
At Some Point Stop Talking to People and Party	Nate_ILikePocahontas.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
I Mean it Sounds Pretty Cool to Me	Nate_IllSayAtSomePointStopTalkingToPeopleDrinkWithFriends.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
I'm Gonna Write it in Chat	Nate_IMeanSoundsPrettyCoolToMe.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
I'm Turning 30 This Year	Nate_ImTurning30ThisYear.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
If You Have Just Different Inflations it's 823 Million	Nate_InflationThreeHundredMillion.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
I Said It's Not Really That Funny	Nate_ISaidItsReallyNotThatFunny.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
Is that on the List?	Nate_IsThatOnTheList.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
It Got Worse After the Obama Era	Nate_ItGotWorseAfterTheObamaEra.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
I Thought we Were Talking About That	Nate_IThoughtWeWereTalkingAboutThat.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
It Means Cock	Nate_ItMeansCock.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
It Starts Spinning Really Fast, You Know?	Nate_ItStartsSpinningReallyFast.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
It Was Nate, Nate Did it All	Nate_ItWasNateNateDidItAll.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
Just go Back to the Show Bro	Nate_JustGoBackToTheShowBro.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
You Could Say Verga	Nate_JustSayVerga.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
*Laughing*	Nate_Laughing.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
Lets Meet Tomorrow	Nate_LetsMeetTomorrow.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
Love Skipped it	Nate_LoveSkippedIt.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
(Rant) Nicki Minaj	Nate_NickiMinajRant.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
No He Fucked Up	Nate_NoHeFuckedUp.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
Not Downgrading Because She's White...	Nate_NotDowngradingBecauseShesWhite.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
Not Really if I'm Being Honest	Nate_NotReallyIfImBeingHonest.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
Now Maybe Punching Down	Nate_NowMaybePunchingDown.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
Oceans 11 Made 450 Million Dollars	Nate_Oceans11MadeMillionsAtTheBoxOffice.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
Of Course It's Real	Nate_OfCourseItsReal.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
Okay...	Nate_Okay.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
He's the One Who Tests the Poison Food	Nate_PoisonFoodTester.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
Pokemon ZA Bro	Nate_PokemonZABro.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
Right Now?	Nate_RightNow.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
Rum Tum Tugger	Nate_RumTumTugger.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
Want to Learn How to Say Glove in Spanish?	Nate_SayGloveInSpanish.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
Guante	Nate_SayingGuante.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
She Told Casey Today You Look Like Buzz Lightyear	Nate_SheToldCaseyYouLookLikeBuzzLightyear.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
Shut Up Bro	Nate_ShutUpBro.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
The Sticks are too Small on the Steamdeck	Nate_SticksOnSteamdeckAreSmallerHarderToAim.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
The Tesseract has the Space Stone in it	Nate_TesseractSpaceStone.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
That's From King of the Hill	Nate_ThatIsFromKingOfTheHill.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
The Cherry Thing was Super Good	Nate_TheCherryThingWasSuperGood.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
The House Thing just Cracks me Up	Nate_TheHouseThingCracksMeUp.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
There's a Place Called Donut Hut	Nate_ThereIsAPlaceOnTheWayCalledDonutHut.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
This Looks Fake	Nate_ThisLooksFake.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
Family Member Post TikTok on Instagram	Nate_TikTokOnInstagramStory.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
Time is an Illusion, That's Correct	Nate_TimeIsAnIllusion.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
To be Fair it Probably Smells Like Shit	Nate_ToBeFairItProbablySmellsLikeShit.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
Uh No	Nate_UhhYeaSure.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
Uh Sure Why Not	Nate_UhSureWhyNot.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
Why Aren't You Upset About it?	Nate_UpsetBcYouKnowHer.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
Using the Bidet Cleaning Your Pito	Nate_UsingTheBidetCleaningYourPito.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
Verga	Nate_Verga.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
He Talks About His Whole Career on YouTube	Nate_VideoIsGoodTalksAboutHisWholeCareer.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
Wanna Fight a Baby?	Nate_WannaFightABaby.mp3	H3Show	175	08-04-2025	6930	Nate	https://youtu.be/o9e0kbC10J0&t=6930	
Wanna Say Something Cool in Spanish?	Nate_WannaSaySomethingCoolInSpanish.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
What	Nate_What.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
Who Put Him in the Void?	Nate_WhoPutHimInTheVoid.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
Why'd You Post this Video	Nate_WhyDidYouPostThisVideo.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
Wow I Wish that Were Me	Nate_WowIWishThatWereMe.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
Yeah I'm Listening Don't Worry	Nate_YeahImListeningDontWorry.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
Yeah It's Back Already	Nate_YeahItsBackAlready.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
Yeah It's Dales Fake Name	Nate_YeahItsDalesFakeName.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
Yeah Of Course Why Not	Nate_YeahOfCourseWhyNot.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
Yeah That's a Skip	Nate_YeahThatsASkip.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
Yes That's Him	Nate_YesThatsHim.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
You Could Hold onto Mine During the Show	Nate_YouCanHoldOntoMeDuringTheShow.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
You'd be Surprised Dan	Nate_YoudBeSurprisedDan.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
Is it Cause You're 40 Now?	Nate_Youre40Now.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
You're Five Ten	Nate_YoureFiveTen.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
You're Welcome	Nate_YoureWelcome.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
You Want to Give me My Kiss Goodnight?	Nate_YouWantToGiveHimAKissGoodnight.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
(Rant) Denny's	Nate_DennysRant.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
(Rant) Lunchly	Nate_TalkingAboutLunchly.mp3	Unknown	1	05-05-2015	0	Nate	https://youtu.be/zOYZ3XMGjUM&t=0	
Kids love Hitler!	NickFuentes_KidsLoveHitler.mp3	Leftovers	34	12-08-2022	3003	Nick Fuentes	https://www.youtube.com/watch?v=mZDKKqeA6fI&t=3003	
It's too thick, I can't suck it	Ninja_TooThickICantSuckIt.mp3	H3Show	96	01-06-2025	3303	Ninja	https://youtu.be/0SWIbsrw5No&t=3303	
Am I Jewish?!	Ninja_AmIJewish.mp3	OTR	56	11-30-2022	1245	Ninja	https://www.youtube.com/watch?v=0TyXVP4OYNM&t=1245	
I thought it was free speech	Ninja_IThoughtItWasFreeSpeech.mp3	OTR	54	11-09-2022	376	Ninja	https://www.youtube.com/watch?v=BraYUdc3YRo&t=376	
I cant control my GOOOO	Ninja_CantControlMyGoo.mp3	OTR	52	10-12-2022	1758	Ninja	https://www.youtube.com/watch?v=PyYWRkS7ZmA&t=1758	
Yayayayayay woooooooooooo	Ninja_YayayayayaYAYAYAYAWOOOOOOOOO.mp3	OTR	51	10-05-2022	10417	Ninja	https://www.youtube.com/watch?v=NI1UG6QGdr8&t=10417	
Hello	Ninja_Hello.mp3	AfterDark	84	09-16-2022	2736	Ninja	https://www.youtube.com/watch?v=ADAzc3jrxIY&t=2736	
Thank you for the gifted Crew pack	Ninja_ThankingCrewForTheGifted.mp3	OTR	44	07-27-2022	3257	Ninja	https://www.youtube.com/watch?v=ADeQ9CPU8SA&t=3257	
Yo Triller my thing is flipped	NoahBeck_YoTrillerMyThingsFlipped.mp3	AfterDark	43	07-02-2021	7422	Noah Beck	https://www.youtube.com/watch?v=lw8E6x_tiQE&t=7422	
Hello Twitter World!	OJSimpson_HelloTwitterWorld.mp3	Podcast	123	06-28-2019	6728	OJ Simpson	https://youtu.be/gzFnlFgrE2E&t=6728	
What the fuck	OliverTree_WhatTheFuck.mp3	Podcast	198	07-18-2020	502	Oliver Tree	https://youtu.be/tnCV_5QVp4s&t=502	
Its happening	Olivia_ITSHAPPENING.mp3	H3TV	57	11-14-2022	322	Olivia	https://youtu.be/Y0idXvAgs6Q&t=322	
Thank you for the gifted	Olivia_ThankYouForTheGifted.mp3	H3TV	51	09-12-2022	5781	Olivia	https://youtu.be/1Z4LTCCodeg&t=5781	
I got my prostate milked by Ethan Klein	Olivia_IGotMyProstateMilked.mp3	OTR	45	08-10-2022	1932	Olivia	https://www.youtube.com/watch?v=pUAWStsw8jY&t=1932	
NEVER BE A BETA	OwenCook_NeverBeABeta.mp3	AfterDark	50	09-10-2021	4459	Owen Cook	https://www.youtube.com/watch?v=HnLJNxkS_AE&t=4459	
Just never ever do it, it is DEATH!	OwenCook_NeverEverDoIt.mp3	AfterDark	50	09-10-2021	4457	Owen Cook	https://www.youtube.com/watch?v=HnLJNxkS_AE&t=4457	
It's the first time for me in the Marvel Universe	OwenWilson_MarvelFull.mp3	AfterDark	41	06-18-2021	723	Owen Wilson	https://www.youtube.com/watch?v=8aCfvBnOcnU&t=723	
Lets go!	PandP_LetsGooo.mp3	AfterDark	71	04-29-2022	4981	P and P	https://www.youtube.com/watch?v=cztc_OXvqJI&t=4981	
I love pizza and I love people	PapaJohn_ILovePizzaAndILovePeople.mp3	Podcast	174	02-10-2020	80	Papa John	https://youtu.be/XGtMMYWhdUU&t=80	
Pizzas actually very nutricious	PapaJohn_PizzaIsActuallyVeryNutricious.mp3	Podcast	174	02-10-2020	1036	Papa John	https://youtu.be/XGtMMYWhdUU&t=1036	
He has no pizza experience	PapaJohn_HeHasNoPizzaExperience.mp3	Podcast	161	11-27-2019	1289	Papa John	https://youtu.be/sjxi7xE8EsU&t=1289	
Hes never been in the pizza category	PapaJohn_HesNeverBeenInThePizzaCategory.mp3	Podcast	161	11-27-2019	1292	Papa John	https://youtu.be/sjxi7xE8EsU&t=1292	
Semen is another kind of milk	PastorManning_SemenIsAnotherKindOfMilk.mp3	AfterDark	26	03-05-2021	5711	Pastor Manning	https://www.youtube.com/watch?v=xliblinydqE&t=5711	
Victory victory victory victory	PaulaWhite_VictoryVictoryVictoryVictory.mp3	AfterDark	11	11-06-2020	2364	Paula White	https://www.youtube.com/watch?v=C5fZYmnTd3Q&t=2364	
SUP SUP SUP SUP SUP SUP SUP	PhillyD_supsupsupsup.mp3	Unknown	1	05-05-2015	0	Philip Defranco	https://youtu.be/zOYZ3XMGjUM&t=0	
Olivia has found herself to be in hot water	PhillyD_OliviaBoilingWater.mp3	Unknown	1	05-05-2015	0	Philip Defranco	https://youtu.be/zOYZ3XMGjUM&t=0	
Sucking a Smoko	PrinceHarry_SuckingASmoko.mp3	OTR	57	01-18-2023	3284	Prince Harry	https://www.youtube.com/watch?v=txuivldLEzo&t=3284	
Todger	PrinceHarry_Todger.mp3	OTR	57	01-18-2023	3002	Prince Harry	https://www.youtube.com/watch?v=txuivldLEzo&t=3002	
Yeah I did	ProJared_YeahIDidRant.mp3	Unknown	1	05-05-2015	0	ProJared	https://youtu.be/zOYZ3XMGjUM&t=0	
You're Gonna Cuck Me	ProJared_YourGonnaCuckMe.mp3	Unknown	1	05-05-2015	0	ProJared	https://youtu.be/zOYZ3XMGjUM&t=0	
Do you have your passports did you get your shots	RKelly_DoYouHaveYouPassports.mp3	Podcast	107	03-08-2019	3550	R Kelly	https://youtu.be/q73TtQLC-W4&t=3550	
The ideal stocking stuffer	RFKJr_IdealStockingStuffer.mp3	H3Show	86	11-27-2024	1736	RFK Jr	https://youtu.be/P62RrxPzQR8&t=1736	
It's a Bird Grasshopper	RfkJr_BirdGrasshopper.mp3	Unknown	1	05-05-2015	0	RFK Jr	https://youtu.be/zOYZ3XMGjUM&t=0	
erhaha	Ricegum_Laugh.mp3	H3H3Productions	1	01-06-2019	359	Ricegum	https://www.youtube.com/watch?v=HNdoEy1gdR8&t=359	
Monotone Monica over here	Ricegum_MonotoneMonica.mp3	H3H3Productions	1	01-06-2019	359	Ricegum	https://www.youtube.com/watch?v=HNdoEy1gdR8&t=359	
Dan... Is jealous of me	RichLux_DanIsJealousOfMe.mp3	SYNT	31	05-16-2023	2284	Rich Lux	https://youtu.be/zOYZ3XMGjUM&t=2284	
Dan is the Queen cant do nothing wrong!	RichLux_DanIsTheQueen.mp3	SYNT	31	05-16-2023	2805	Rich Lux	https://youtu.be/zOYZ3XMGjUM&t=2805	
I cant STAND Dan	RichLux_ICantStandDan.mp3	SYNT	31	05-16-2023	2805	Rich Lux	https://youtu.be/zOYZ3XMGjUM&t=2805	
Can't Even Ride Space Mountain	RichLux_RideSpaceMountain.mp3	Unknown	1	05-05-2015	0	Rich Lux	https://youtu.be/zOYZ3XMGjUM&t=0	
*Screams as car runs over foot	RichardSimons_Screaming.mp3	H3TV	113	04-01-2024	7433	Richard Simmons	https://www.youtube.com/watch?v=zkoKnz5zE3o&t=7433	
I can see you, I can see what you're doing	RingoStarr_YesICanSeeYou.mp3	H3Show	93	12-16-2024	6125	Ringo Starr	https://youtu.be/x-hY1RZf8YE&t=6125	
Thank you thank you	RingoStarr_ThankYouThankYou.mp3	Podcast	205	09-08-2020	3750	Ringo Starr	https://youtu.be/sVlTKQueUSE&t=3750	
Peace and Love	Ringo_ImWarningYouWithPeaceAndLove.mp3	Unknown	1	05-05-2015	0	Ringo Starr	https://youtu.be/zOYZ3XMGjUM&t=0	
Its not your fault	RobinWilliams_ItsNotYourFault.mp3	Unknown	1	05-05-2015	0	Robin Williams	https://youtu.be/zOYZ3XMGjUM&t=0	
What are you afraid of Ian	RoloTony_WhatAreYouAfraidOfIan.mp3	OTR	26	03-02-2022	7942	Rolo Tony	https://www.youtube.com/watch?v=AoBAiEK2Hug&t=7942	
Fight Fight Fight!	RoseanneBarr_FightFightFight.mp3	H3Show	92	12-13-2024	11302	Roseanne Barr	https://youtu.be/OWBUXE42fuc&t=11302	
FIIIIIIGHT!!!	RoseanneBarr_Fiiiight.mp3	H3Show	92	12-13-2024	11302	Roseanne Barr	https://youtu.be/OWBUXE42fuc&t=11302	
I THOUGHT THE BITCH WAS WHITE	RoseanneBarr_IThoughtTheBitchWasWhite.mp3	Podcast	75	07-27-2018	4100	Roseanne Barr	https://youtu.be/pKENOdgWWUY&t=4100	
I Thought the Bitch Was White...	Rosanne_IThoughtTheBitchWasWhite2.mp3	Unknown	1	05-05-2015	0	Roseanne Barr	https://youtu.be/zOYZ3XMGjUM&t=0	
RUDY COFFEE!	RudyGiuliani_RUDYCOFFEE.mp3	H3Show	14	05-22-2024	3206	Rudy Giuliani	https://youtu.be/dTNUv14yoKI&t=3206	
Chocolatey	RudyGiuliani_Chocolatey.mp3	H3Show	14	05-22-2024	3210	Rudy Giuliani	https://youtu.be/dTNUv14yoKI&t=3210	
Anal sex	RudyGuiliani_AnalSex.mp3	Podcast	242	04-08-2021	4119	Rudy Giuliani	https://youtu.be/PcDqarjl4w0&t=4119	
Its a sexual dance	RudyGuiliani_ItsASexualDance.mp3	Podcast	242	04-08-2021	4105	Rudy Giuliani	https://youtu.be/PcDqarjl4w0&t=4105	
Time to take a short break	RudyGuiliani_TimeToTakeAShortBreak.mp3	Podcast	242	04-08-2021	4671	Rudy Giuliani	https://youtu.be/PcDqarjl4w0&t=4671	
Bryce hall, the most popular, the coolest...	RyanKavanaugh_BryceHallTheMostPopularTheCoolest.mp3	OTR	103	02-07-2024	7421	Ryan Kavanaugh	https://www.youtube.com/watch?v=a2aX3RGRWSg&t=7421	
An innappropriate relationship with a 14 year old Natalie Portman	RyanKavanaugh_14YearOldNataliePortman.mp3	H3TV	21	01-17-2022	4678	Ryan Kavanaugh	https://youtu.be/sHrEyuHHM9U&t=4678	
Too much wine sorry	RyanKavanaugh_TooMuchWineSorry.mp3	H3TV	21	01-17-2022	4704	Ryan Kavanaugh	https://youtu.be/sHrEyuHHM9U&t=4704	
KIM KARDASHIAN	Sam_KIMKARDASHIAN.mp3	OTR	72	05-17-2023	1847	Sam	https://www.youtube.com/watch?v=j_lLeMIwlmE&t=1847	
Cucumber Snakerini!	ScottDisick_CucumbersSnackarini.mp3	Unknown	1	05-05-2015	0	Scott Disick	https://youtu.be/zOYZ3XMGjUM&t=0	
I am Rectangular	SeanStephens_IAmRectangularFULL.mp3	Unknown	1	05-05-2015	0	Sean Stephens	https://youtu.be/zOYZ3XMGjUM&t=0	
I am Rectagular (Joker Edit)	SeanStephens_IAmRectangularJokerEdit.mp3	Unknown	1	05-05-2015	0	Sean Stephens	https://youtu.be/zOYZ3XMGjUM&t=0	
Delete Me From This Conversation	Shaq_DeleteMeFromThisConversation.mp3	ContentCourt	7	10-14-2021	2151	Shaq	https://youtu.be/ZPt1p_KeTEE&t=2151	
Why are you gay	SimonKaggwa_WhyAreYouGay.mp3	AfterDark	3	09-04-2020	6854	Simon Kaggwa Njala	https://www.youtube.com/watch?v=2ujyWHUgcBI&t=6854	
FUCK	SnoopDogg_FUCK.mp3	Podcast	238	03-04-2021	2514	Snoop Dogg	https://www.youtube.com/watch?v=6woMi_8VjJw&t=2514	
Dan Chill	Steiny_DanChill.mp3	Unknown	1	05-05-2015	0	Steiny	https://youtu.be/zOYZ3XMGjUM&t=0	
Like No Shotties or Anything	Nelk_NoShottys.mp3	Unknown	1	05-05-2015	0	Steiny	https://youtu.be/zOYZ3XMGjUM&t=0	
That doesnt work for me eiiiither	StevenCrowder_ThatDoesntWorkEither.mp3	AfterDark	103	04-28-2023	3345	Steven Crowder	https://www.youtube.com/watch?v=LWRDQIrF8tc&t=3345	
